scenario,events,split_mode,base_distribution,background,base_info,background_info,event_infos,scenario_group,dataset,length
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",ood_background,arma,cubic_trend,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([-0.75768938]), 'ma_order': 3, 'ma_coefs': array([ 0.30761548, -0.61400159, -0.01936795])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(2.9117661677775417), 'cubic_sign': np.int64(1)}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 3, 'anomaly_indices': array([ 80, 258, 289], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['ramp'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([186]), 'ends': array([226]), 'lengths': [40], 'magnitudes': [np.float64(-2.955382162155864)], 'magnitude_strengths': [1.8021149363930902], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,ood_background,400
variance_shift+trend_shift,"variance_shift,trend_shift",ood_background,arma,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([-0.19585154]), 'ma_order': 4, 'ma_coefs': array([-0.37679038,  0.88684079, -0.30879764,  0.41580472])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(0.017088736075885104), 'intercept': 0.12022837053493773, 'seasonal_period': [7, 5], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(4.466790226755438), np.float64(4.110663194932485)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [355], 'shift_magnitudes': [1.5833649085298933], 'wrapper_event_label': 'variance_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'end', 'shift_indices': [np.int64(250), np.int64(301)], 'shift_types': ['direction_change', 'direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.017088736075885104), 'intercept': 0.12022837053493773}}]",shift_shift,ood_background,400
point_anomaly,point_anomaly,ood_background,ar,multiple_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([0.2096962 , 0.11398561])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [12, 7], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(1.689143375392872), np.float64(1.6858648586770342)]}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 7, 'anomaly_indices': array([ 27,  73,  80,  84, 144, 189, 315], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",single_event,ood_background,400
no_event,none,ood_background,white_noise,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.02563525844458198), 'intercept': -0.21877026902354035, 'seasonal_period': [12, 24], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(4.278963024779786), np.float64(2.8247850328057647)]}",[],no_event,ood_background,400
no_event,none,ood_background,white_noise,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 30, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(1.7148487216075279), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'center', 'seasonal_amplitude': np.float64(1.7144860950275318)}",[],no_event,ood_background,400
trend_shift+point_anomaly,"trend_shift,point_anomaly",ood_background,arma,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([0.67612299]), 'ma_order': 3, 'ma_coefs': array([ 0.24456375, -0.36181007, -0.29361531])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(0.016420278104926075), 'intercept': -0.25634458960385154, 'seasonal_period': [7, 52], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(3.386169579570414), np.float64(4.190292791467027)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [74], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.016420278104926075), 'intercept': -0.25634458960385154}}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 5, 'anomaly_indices': array([ 11, 128, 155, 188, 389], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,400
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",ood_background,ma,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 4, 'ma_coefs': array([ 0.29948874,  0.27968769, -0.3968725 ,  0.27676088])}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 12, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(1.7881597673718024), 'quadratic_sign': np.int64(-1), 'quadratic_location': 'left', 'seasonal_amplitude': np.float64(2.521690194095502)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': 'middle', 'shift_indices': [np.int64(48), np.int64(312)], 'shift_magnitudes': [2.49062563453562, 2.335792887170921], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([239]), 'ends': array([272]), 'lengths': [33], 'magnitudes': [np.float64(-3.890789318913945)], 'magnitude_strengths': [1.1912031897007795], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,400
trend_shift+point_anomaly,"trend_shift,point_anomaly",ood_background,arma,volatility_background+linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 4, 'ar_coefs': array([-0.39855177, -0.03975932,  0.75363988,  0.3446231 ]), 'ma_order': 1, 'ma_coefs': array([-0.8324376])}","{'background': 'volatility_background+linear', 'slope': np.float64(0.02131832978291664), 'intercept': 0.4767611767210944, 'seasonal_period': None, 'components': ['volatility_background', 'linear'], 'volatility_kind': 'arch', 'volatility_strength': np.float64(3.842100465676762), 'volatility_info': {'type': 'volatility', 'subtype': 'ARCH', 'alpha': 0.8589310831395591, 'omega': 0.28239615935567375}}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'end', 'shift_indices': [np.int64(185), np.int64(240)], 'shift_types': ['direction_and_magnitude_change', 'direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.02131832978291664), 'intercept': 0.4767611767210944}}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 5, 'anomaly_indices': array([161, 221, 289, 317, 330], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,400
mean_shift,mean_shift,ood_background,arma,quadratic_trend+single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([ 0.45503839, -0.35584738,  0.2546772 ]), 'ma_order': 2, 'ma_coefs': array([-0.89248147,  0.5424913 ])}","{'background': 'quadratic_trend+single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 24, 'components': ['quadratic_trend', 'single_seasonality'], 'quadratic_strength': np.float64(2.2611981968602626), 'quadratic_sign': np.int64(1), 'quadratic_location': 'right', 'seasonal_amplitude': np.float64(3.7374898102217395)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [321], 'shift_magnitudes': [np.float64(5.1628133176808575)], 'wrapper_event_label': 'mean_shift'}]",single_event,ood_background,400
variance_shift,variance_shift,ood_background,ar,multiple_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([0.56369884, 0.20443931])}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [7, 5], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(2.2703378912485426), np.float64(2.9904662798208856)]}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [192], 'shift_magnitudes': [1.7788617974271026], 'wrapper_event_label': 'variance_shift'}]",single_event,ood_background,400
mean_shift+trend_shift,"mean_shift,trend_shift",ood_background,white_noise,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.02476611921775599), 'intercept': -0.24412083127439022, 'seasonal_period': [12, 30], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(3.444857984191974), np.float64(5.375043747728689)]}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [92], 'shift_magnitudes': [np.float64(3.8512119030173317)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [114], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.02476611921775599), 'intercept': -0.24412083127439022}}]",shift_shift,ood_background,400
collective_anomaly,collective_anomaly,ood_background,white_noise,multiple_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'multiple_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': [52, 5], 'components': ['multiple_seasonality'], 'seasonal_amplitudes': [np.float64(2.4881988076358716), np.float64(2.681439322460664)]}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['decay'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([220]), 'ends': array([257]), 'lengths': [37], 'magnitudes': [np.float64(6.061814738044893)], 'magnitude_strengths': [1.944034270344253], 'wrapper_event_label': 'collective_anomaly'}]",single_event,ood_background,400
trend_shift+point_anomaly,"trend_shift,point_anomaly",ood_background,ar,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 3, 'ar_coefs': array([ 0.07880229, -0.46296828, -0.57969373])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.017892104193374142), 'intercept': -0.44241009538722254, 'seasonal_period': [5, 12], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(3.456358954872619), np.float64(3.4428478097502997)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [115], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.017892104193374142), 'intercept': -0.44241009538722254}}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([96]), 'location': 'beginning', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,400
trend_shift+point_anomaly,"trend_shift,point_anomaly",ood_background,ar,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([0.11739343, 0.72899243])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.017542298337768714), 'intercept': 0.3035131899853598, 'seasonal_period': [5, 52], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(2.646323414648029), np.float64(2.3087901751051834)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [182], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.017542298337768714), 'intercept': 0.3035131899853598}}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([227]), 'location': 'middle', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,ood_background,400
mean_shift,mean_shift,ood_background,ar,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([-0.78341497, -0.25542921])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(-0.029408437529468222), 'intercept': 0.12395261564509363, 'seasonal_period': [5, 24], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(4.8772716543661785), np.float64(3.8445421063684115)]}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': 'beginning', 'shift_indices': [64], 'shift_magnitudes': [np.float64(3.983993394454711)], 'wrapper_event_label': 'mean_shift'}]",single_event,ood_background,400
variance_shift+collective_anomaly,"variance_shift,collective_anomaly",ood_background,ma,cubic_trend,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.87695343])}","{'background': 'cubic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['cubic_trend'], 'cubic_strength': np.float64(1.456935301415707), 'cubic_sign': np.int64(1)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': 'end', 'shift_indices': [315], 'shift_magnitudes': [2.0410406978881275], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'end', 'starts': array([330]), 'ends': array([358]), 'lengths': [28], 'magnitudes': [np.float64(1.7198874574099483)], 'magnitude_strengths': [1.723281856875796], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,ood_background,400
trend_shift,trend_shift,ood_background,arma,multiple_seasonality+linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 4, 'ar_coefs': array([-0.30022451,  0.65060148, -0.19327777, -0.82118221]), 'ma_order': 2, 'ma_coefs': array([ 0.75897925, -0.22738531])}","{'background': 'multiple_seasonality+linear', 'slope': np.float64(0.024372466407601524), 'intercept': 0.42098740994266837, 'seasonal_period': [24, 52], 'components': ['multiple_seasonality', 'linear'], 'seasonal_amplitudes': [np.float64(4.430109858194724), np.float64(3.296608662523727)]}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 2, 'location': 'middle', 'shift_indices': [np.int64(264), np.int64(312)], 'shift_types': ['magnitude_change', 'direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.024372466407601524), 'intercept': 0.42098740994266837}}]",single_event,ood_background,400
no_event,none,ood_background,arma,linear+multiple_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([-0.2404531 ,  0.25771952,  0.86514711]), 'ma_order': 1, 'ma_coefs': array([-0.76727109])}","{'background': 'linear+multiple_seasonality', 'slope': np.float64(0.027094539276649635), 'intercept': -0.2613769499314931, 'seasonal_period': [5, 7], 'components': ['linear', 'multiple_seasonality'], 'seasonal_amplitudes': [np.float64(4.159975581978543), np.float64(7.035338343704601)]}",[],no_event,ood_background,400
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",ood_background,arma,volatility_background,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([ 0.40623944, -0.0048551 ]), 'ma_order': 1, 'ma_coefs': array([-0.39860666])}","{'background': 'volatility_background', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['volatility_background'], 'volatility_kind': 'garch', 'volatility_strength': np.float64(1.121832989852357), 'volatility_info': {'type': 'volatility', 'subtype': 'GARCH', 'alpha': 0.44472239106672556, 'beta': 0.32633883776305017, 'omega': 0.5635863492460045}}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([117]), 'location': 'beginning', 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'beginning', 'starts': array([120]), 'ends': array([144]), 'lengths': [24], 'magnitudes': [np.float64(-2.2836182040051973)], 'magnitude_strengths': [1.2442737029460602], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,ood_background,400
